"id","sex","bmonth","byear","agemon_1997","race","agemon_1998","agemon_1999","attend_2000","agemon_2000","attend_2001","agemon_2001","attend_2002","values_2002","obey_2002","decide_2002","todo_2002","pray_2002","agemon_2002","agemon_2003","attend_2003","agemon_2004","attend_2004","agemon_2005","relpref_2005","attend_2005","values_2005","obey_2005","decide_2005","todo_2005","pray_2005","agemon_2006","attend_2006","agemon_2007","attend_2007","agemon_2008","relpref_2008","attend_2008","values_2008","obey_2008","decide_2008","todo_2008","pray_2008","agemon_2009","attend_2009","agemon_2010","attend_2010","rvalues_2002","rvalues_2005","rvalues_2008","rtodo_2002","rtodo_2005","rtodo_2008","cat2000","cat2001","cat2002","cat2003","cat2004","cat2005","cat2006","cat2007","cat2008","cat2009","cat2010"
3507,2,1,1980,208,1,"228","238",4,250,4,264,4,"0","1","1","0","1",277,286,5,298,5,311,"2",5,"R","R","1","0","R",323,3,334,5,345,"2",5,"0","1","1","0","1",356,5,371,4,1,NA,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
3509,1,5,1983,166,1,"187","198",7,210,3,222,2,"0","1","1","0","1",236,246,6,258,6,270,"2",2,"0","1","1","0","1",282,6,293,2,306,"2",6,"0","1","1","0","1",318,2,330,2,1,1,1,1,1,1,3,2,1,3,3,1,3,1,3,1,1
3510,2,12,1980,195,1,"217","227",1,242,2,252,4,"1","0","1","0","0",266,277,2,287,2,299,"2",6,"1","0","1","D","0",311,6,323,4,334,"3",2,"1","0","1","0","1",345,4,359,5,0,0,0,1,NA,1,1,1,2,1,1,3,3,2,1,2,2
3512,2,9,1980,211,1,"220","230",7,242,6,254,6,"0","1","0","1","0",267,277,7,290,3,302,"12",3,"0","D","1","0","1",313,5,325,6,337,"27",2,"0","0","1","0","0",348,5,362,5,1,1,1,0,1,1,3,3,3,3,2,2,2,3,1,2,2
3513,1,1,1982,195,1,"204","214",7,226,5,238,4,"0","1","1","0","1",251,262,3,274,7,288,"12",6,"0","1","1","0","1",297,6,309,5,321,"12",7,"0","0","1","0","1",332,5,346,3,1,1,1,1,1,1,3,2,2,2,3,3,3,2,3,2,2
3514,1,11,1983,173,1,"182","192",1,204,5,216,2,"0","1","0","0","0",229,239,3,252,3,264,"12",3,"1","0","0","0","0",275,3,288,2,299,"27",2,"0","0","1","0","0",310,2,324,2,1,0,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1
3515,1,3,1984,156,4,"177","189",1,200,1,214,4,"0","0","1","0","0",226,242,3,250,4,262,"2",3,"1","0","1","0","0",274,3,285,1,296,"2",2,"1","0","1","0","0",307,2,320,1,1,0,0,1,1,1,1,1,2,2,2,2,2,1,1,1,1
3517,2,8,1983,162,1,"184","195",3,211,3,221,3,"0","0","1","0","1",234,244,2,255,6,268,"2",2,"0","1","1","0","0",279,2,291,2,303,"2",3,"0","0","1","0","1",313,2,327,2,1,1,1,1,1,1,2,2,2,1,3,1,1,1,2,1,1
3520,1,6,1981,194,4,"214","222",6,238,3,246,1,"0","0","1","0","1",261,271,2,283,6,293,"1",6,"1","0","1","0","0",305,5,317,3,331,"1",3,"1","0","1","0","1",340,2,354,2,1,0,0,1,1,1,3,2,1,1,3,3,2,2,2,1,1
3521,2,11,1981,188,4,"207","216",4,230,7,242,3,"0","0","1","0","1",254,264,2,276,1,290,"2",2,"0","0","1","0","0",302,6,312,2,325,"2",3,"0","0","1","0","0",335,2,348,3,1,1,1,1,1,1,2,3,2,1,1,1,3,1,2,1,2
3525,1,10,1982,174,1,"N","N",6,223,2,231,5,"0","1","1","0","0",244,254,1,267,2,279,"2",1,"0","0","1","0","0",293,1,303,1,315,"2",1,"0","0","1","0","0",328,1,338,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1
3527,2,5,1983,166,4,"187","200",4,211,4,223,4,"1","0","0","0","0",235,248,4,260,3,274,"3",3,"D","0","1","D","0",283,3,293,3,307,"3",3,"1","0","1","0","0",316,3,329,3,0,NA,0,1,NA,1,2,2,2,2,2,2,2,2,2,2,2
3528,1,1,1983,171,4,"195","205",4,218,3,227,2,"0","0","1","0","0",240,252,2,263,1,276,"27",2,"1","1","1","0","0",292,2,298,2,316,"2",1,"0","0","1","0","0",323,1,334,2,1,0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1
3530,1,9,1984,152,4,"172","182",7,194,7,207,4,"0","1","0","0","0",219,230,3,247,7,255,"11",6,"0","1","0","0","0",266,6,278,6,293,"5",6,"0","1","1","0","1",300,6,316,6,1,1,1,1,1,1,3,3,2,2,3,3,3,3,3,3,3
3533,1,3,1981,195,4,"213","225",3,238,1,250,1,"1","0","0","0","0",262,274,1,284,1,298,"12",1,"1","0","1","0","0",307,6,319,6,331,"25",2,"1","0","0","1","0",343,1,355,2,0,0,0,1,1,0,2,1,1,1,1,1,3,3,1,1,1
3535,2,8,1980,201,4,"220","232",3,244,3,257,4,"0","0","1","0","1",269,279,3,292,3,305,"8",6,"0","0","1","0","0",317,5,326,5,340,"8",3,"0","1","1","0","0",353,3,363,4,1,1,1,1,1,1,2,2,2,2,2,3,2,2,2,2,2
3536,2,1,1984,159,4,"N","191",7,203,7,215,7,"0","1","1","0","1",228,239,7,251,7,264,"2",7,"0","1","1","0","1",274,7,286,7,301,"2",7,"0","1","1","0","1",309,7,323,7,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
3537,2,7,1982,175,1,"197","208",4,221,3,234,3,"1","0","1","0","0",246,256,3,269,3,280,"2",2,"1","0","0","0","0",292,2,303,2,318,"2",2,"1","0","0","0","0",327,2,340,2,0,0,0,1,1,1,2,2,2,2,2,1,1,1,1,1,1
3538,1,9,1982,174,4,"194","206",7,218,5,231,5,"0","1","1","0","0",243,255,6,267,4,281,"2",3,"0","D","1","0","0",290,2,301,2,316,"2",2,"0","1","1","0","D",324,2,338,2,1,1,1,1,1,1,3,2,2,3,2,2,1,1,1,1,1
3539,1,6,1982,178,4,"197","209",1,226,1,234,2,"0","0","1","0","0",246,258,2,269,2,283,"8",2,"1","0","0","1","0",293,2,305,1,318,"8",1,"1","0","0","1","0",328,2,341,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
3541,2,8,1982,177,4,"195","210",2,223,1,234,1,"1","1","1","0","0",245,256,1,267,1,281,"27",2,"0","0","1","0","0",291,3,303,4,315,"2",4,"0","1","1","0","D",325,4,339,3,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
3542,2,4,1982,181,1,"201","214",6,226,2,239,3,"0","0","1","0","1",249,261,3,271,2,283,"2",1,"1","1","1","0","1",297,2,306,6,320,"11",6,"1","0","1","0","1",329,8,343,1,1,0,0,1,1,1,3,1,2,2,1,1,1,3,3,3,1
3543,1,11,1982,174,1,"192","204",2,218,1,228,2,"1","1","1","0","0",241,252,3,264,1,276,"2",2,"0","0","1","0","0",288,2,299,2,314,"2",2,"1","0","1","0","0",322,1,337,1,0,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1
3544,1,9,1984,152,4,"174","182",7,195,7,207,6,"0","0","1","0","1",219,232,6,242,3,254,"2",2,"1","0","1","0","0",266,3,277,3,291,"2",3,"1","1","1","0","0",300,4,315,3,1,0,0,1,1,1,3,3,3,3,2,1,2,2,2,2,2
3545,1,11,1984,150,4,"168","180",2,193,2,204,4,"1","0","0","0","0",218,228,3,246,3,252,"2",2,"1","0","1","0","0",264,3,276,2,288,"27",2,"1","0","1","0","0",298,1,312,2,0,0,0,1,1,1,1,1,2,2,2,1,2,1,1,1,1
3546,1,10,1981,184,1,"208","217",3,229,4,243,1,"1","1","0","1","0",255,267,1,281,6,291,"2",5,"0","0","1","D","1",301,2,313,2,326,"2",3,"1","0","1","D","0",335,3,349,2,0,1,0,0,NA,NA,2,2,1,1,3,2,1,1,2,2,1
3548,2,6,1980,203,4,"222","234",6,245,5,257,6,"0","1","1","0","1",270,281,7,294,6,305,"2",6,"0","1","1","0","1",317,4,328,5,342,"12",6,"0","1","1","0","1",351,6,366,6,1,1,1,1,1,1,3,2,3,3,3,3,2,2,3,3,3
3549,1,7,1983,166,4,"184","196",7,208,6,220,7,"1","1","1","0","1",233,245,5,257,6,268,"2",6,"0","1","1","0","1",280,4,291,7,305,"2",7,"0","1","1","0","1",314,6,329,4,0,1,1,1,1,1,3,3,3,2,3,3,2,3,3,3,2
3550,2,4,1981,190,4,"210","223",3,237,2,249,2,"0","0","1","0","0",261,273,3,286,3,297,"3",4,"0","D","0","0","0",309,4,319,3,333,"3",3,"0","D","1","0","0",342,3,362,5,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2
3552,2,4,1983,167,4,"187","199",2,211,1,223,1,"1","0","0","0","0",236,246,1,259,1,271,"8",1,"1","0","0","1","0",283,1,294,2,307,"27",1,"1","0","0","1","0",317,1,332,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
3553,2,4,1982,179,4,"199","212",2,224,2,235,1,"1","0","0","0","0",248,258,1,271,1,285,"12",1,"1","0","0","0","0",297,1,307,1,320,"12",1,"1","0","0","0","0",329,1,344,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3555,2,8,1981,200,4,"210","219",2,234,2,243,3,"1","0","1","0","1",256,267,2,281,5,294,"5",3,"0","1","1","0","1",304,6,316,6,329,"12",3,"0","1","1","0","1",340,3,351,6,0,1,1,1,1,1,1,1,2,1,2,2,3,3,2,2,3
3556,1,1,1983,170,4,"190","202",1,218,1,226,1,"1","0","0","1","0",240,250,2,262,1,275,"27",1,"1","0","0","1","0",288,1,298,1,312,"27",1,"1","0","0","1","0",322,1,336,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
3557,1,7,1984,152,4,"176","185",1,196,1,208,1,"1","0","0","0","0",221,232,1,244,1,256,"22",1,"1","0","0","0","0",268,1,279,1,293,"27",1,"1","0","0","1","0",302,1,316,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
3558,1,9,1984,150,4,"170","183",7,196,6,206,6,"1","0","0","1","0",219,230,6,243,2,254,"26",2,"1","0","0","1","0",266,4,278,1,289,"26",2,"1","0","0","1","0",301,1,314,1,0,0,0,0,0,0,3,3,3,3,1,1,2,1,1,1,1
3561,2,10,1984,149,4,"169","182",6,193,3,205,4,"0","0","1","0","1",218,230,4,242,2,257,"6",2,"0","0","1","0","1",265,2,276,3,288,"6",2,"1","0","1","0","0",300,3,313,2,1,1,0,1,1,1,3,2,2,2,1,1,1,2,1,2,1
3562,2,3,1981,193,4,"212","224",7,237,6,248,7,"0","1","1","0","1",261,272,7,285,6,297,"9",6,"0","1","1","0","1",308,6,319,6,334,"9",6,"0","1","1","0","1",343,6,356,6,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
3563,1,1,1983,171,4,"190","202",7,215,7,226,6,"1","0","0","0","0",239,250,6,263,6,275,"2",5,"0","0","0","0","0",288,3,297,1,312,"25",2,"1","0","0","1","0",321,2,334,2,0,1,0,1,1,0,3,3,3,3,3,2,2,1,1,1,1
3569,1,1,1982,181,4,"202","214",4,228,1,240,2,"0","1","1","0","0",252,263,2,276,1,288,"2",2,"0","0","1","0","0",301,2,309,2,321,"2",3,"0","0","1","0","0",332,2,345,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1
3571,1,11,1984,147,4,"169","181",7,194,5,205,2,"0","0","1","0","0",218,230,3,240,2,255,"2",2,"0","D","1","0","D",264,2,275,2,287,"2",2,"0","D","D","0","D",298,1,311,2,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1
3572,1,11,1984,148,4,"171","181",7,195,6,206,6,"0","1","1","0","0",218,228,5,242,5,254,"2",6,"1","0","1","0","1",264,6,276,6,288,"10",6,"1","1","1","0","1",298,6,311,4,1,0,0,1,1,1,3,3,3,2,2,3,3,3,3,3,2
3576,2,1,1982,184,4,"204","214",5,227,3,240,3,"0","0","1","1","1",250,262,3,275,3,287,"2",3,"0","0","1","0","1",300,3,309,2,322,"2",2,"1","0","1","0","1",334,3,347,2,1,1,0,0,1,1,2,2,2,2,2,2,2,1,1,2,1
3577,2,6,1981,189,2,"209","222",6,234,6,246,6,"0","0","1","0","1",259,271,6,282,6,294,"18",6,"0","0","1","0","1",306,6,317,6,328,"18",6,"0","0","1","0","1",340,6,352,6,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
3578,2,2,1984,157,4,"177","190",6,202,7,214,7,"0","0","1","0","1",226,238,6,250,6,263,"18",6,"0","0","1","0","1",274,6,285,4,297,"18",5,"1","0","1","0","0",308,5,322,6,1,1,0,1,1,1,3,3,3,3,3,3,3,2,2,2,3
3579,2,8,1983,162,1,"183","195",3,208,3,219,3,"0","1","1","0","1",232,243,2,255,2,268,"2",3,"0","1","1","0","0",278,3,290,5,302,"2",4,"0","1","1","0","1",313,4,326,6,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,3
3581,2,8,1982,176,2,"195","208",2,220,3,231,3,"0","1","1","1","0",244,255,3,267,3,279,"1",2,"0","1","1","0","0",293,4,302,3,314,"1",3,"1","1","1","0","1",326,3,339,3,1,1,0,0,1,1,1,2,2,2,2,1,2,2,2,2,2
3582,1,11,1983,161,2,"180","193",7,205,5,216,7,"1","0","1","0","1",229,240,6,252,6,264,"1",6,"0","0","1","0","0",276,7,288,7,299,"1",7,"0","0","1","0","1",311,6,324,3,0,1,1,1,1,1,3,2,3,3,3,3,3,3,3,3,2
3583,2,9,1981,188,1,"207","219",6,232,7,243,7,"1","1","1","0","1",254,268,7,281,7,291,"12",7,"0","1","1","0","1",303,7,315,7,325,"12",7,"0","1","1","0","1",337,7,350,7,0,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
3584,1,11,1983,161,1,"181","192",6,205,6,218,4,"0","0","1","0","1",228,240,4,253,5,265,"2",3,"1","0","1","0","1",277,5,287,4,299,"27",3,"1","0","1","0","1",311,5,324,6,1,0,0,1,1,1,3,3,2,2,2,2,2,2,2,2,3
3585,2,6,1983,169,4,"187","198",6,210,6,222,2,"1","0","1","0","0",235,248,3,259,2,270,"12",2,"1","0","1","0","0",282,1,294,2,304,"12",2,"1","0","1","0","0",315,1,329,2,0,0,0,1,1,1,3,3,1,2,1,1,1,1,1,1,1
3586,2,5,1983,169,1,"187","200",3,213,3,224,3,"0","0","1","0","1",234,246,3,258,5,271,"2",3,"0","0","1","0","1",283,3,294,3,305,"12",3,"0","0","1","0","1",316,3,329,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
3587,1,6,1981,191,1,"210","222",7,234,7,246,7,"1","0","1","0","1",258,269,6,283,6,295,"11",6,"0","0","1","0","1",306,6,317,6,329,"11",6,"0","0","1","0","1",341,6,353,6,0,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
3588,2,2,1982,181,4,"202","213",2,225,3,237,2,"1","0","1","0","1",249,260,2,273,3,285,"4",2,"0","0","1","0","1",297,3,309,2,321,"4",3,"0","0","1","0","1",331,2,344,2,0,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1
3592,1,8,1982,176,1,"196","206",7,221,6,233,6,"0","1","1","0","1",244,256,6,267,6,280,"2",6,"0","1","1","0","1",291,4,303,5,316,"2",1,"1","D","D","D","D",325,5,340,5,1,1,0,1,1,NA,3,3,3,3,3,3,2,2,1,2,2
3593,2,9,1980,199,4,"222","233",2,246,1,257,2,"0","0","1","0","0",268,281,2,292,2,302,"12",2,"0","D","1","0","1",319,3,325,2,338,"12",1,"0","0","1","0","1",349,2,362,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
3594,2,10,1982,177,1,"194","205",3,219,3,230,3,"0","0","1","0","1",242,255,5,267,2,277,"2",2,"0","0","1","0","1",289,2,303,3,314,"2",2,"1","0","1","0","1",324,2,337,6,1,1,0,1,1,1,2,2,2,2,1,1,1,2,1,1,3
3598,2,5,1981,191,1,"211","223",4,235,5,248,5,"0","0","1","0","0",260,271,6,283,5,298,"2",4,"0","0","1","0","0",307,3,318,3,330,"2",3,"0","0","1","0","0",341,1,355,2,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,1,1
3599,1,2,1983,170,1,"190","202",6,214,6,227,3,"1","0","1","0","1",239,250,6,261,7,274,"27",1,"1","0","0","R","0",285,2,297,1,308,"2",1,"1","0","0","0","1",321,1,336,1,0,0,0,1,NA,1,3,3,2,3,3,1,1,1,1,1,1
3601,2,2,1983,173,1,"190","203",6,214,6,226,6,"0","0","1","0","0",238,250,6,262,6,274,"2",5,"0","D","1","0","0",286,5,296,5,308,"2",5,"0","0","1","0","0",319,4,333,4,1,1,1,1,1,1,3,3,3,3,3,2,2,2,2,2,2
3602,1,12,1980,197,2,"217","229",2,241,5,255,2,"0","1","1","0","1",266,276,5,288,2,301,"8",2,"0","1","1","1","1",311,2,322,2,334,"8",2,"0","0","1","0","1",346,2,360,2,1,1,1,1,0,1,1,2,1,2,1,1,1,1,1,1,1
3604,2,8,1983,164,4,"183","194",1,208,1,219,1,"1","0","0","0","0",232,244,1,256,1,269,"1",1,"1","0","0","1","0",279,1,290,1,302,"3",1,"1","0","0","1","0",313,1,327,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
3608,2,8,1981,189,4,"209","220",1,232,1,245,1,"1","0","1","0","0",258,268,1,282,1,292,"2",1,"1","0","1","1","0",305,1,316,1,328,"2",1,"0","0","1","0","0",337,1,351,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3611,2,11,1981,185,4,"206","217",6,230,6,242,6,"1","0","1","0","0",254,265,5,277,5,288,"2",4,"0","0","1","0","1",300,4,311,4,325,"2",5,"0","0","1","0","1",335,4,347,4,0,1,1,1,1,1,3,3,3,2,2,2,2,2,2,2,2
3614,2,11,1983,161,4,"182","193",5,205,5,218,4,"0","0","0","0","0",229,240,5,252,4,265,"17",4,"0","0","1","0","0",276,4,288,3,299,"16",3,"1","0","1","0","0",314,3,323,3,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2
3617,2,12,1982,184,4,"194","N",3,219,1,230,3,"1","0","1","0","1",241,250,3,263,4,277,"2",2,"D","D","1","D","0",289,1,301,2,314,"2",5,"0","1","1","0","1",322,3,336,4,0,NA,1,1,NA,1,2,1,2,2,2,1,1,1,2,2,2
3619,2,10,1984,149,4,"173","181",2,194,2,206,1,"1","0","0","0","0",217,230,2,242,1,253,"2",1,"R","R","R","R","0",266,1,279,3,289,"2",1,"1","0","1","0","0",300,2,313,1,0,NA,0,1,NA,1,1,1,1,1,1,1,1,2,1,1,1
3623,1,10,1983,162,1,"181","194",1,207,2,218,2,"0","0","1","0","0",230,244,4,254,7,266,"2",2,"1","D","1","0","0",280,2,289,3,306,"2",2,"0","0","1","0","0",312,5,325,6,1,0,1,1,1,1,1,1,1,2,3,1,1,2,1,2,3
3624,2,12,1981,183,1,"203","215",2,228,2,241,1,"0","0","1","0","0",252,263,1,276,7,288,"2",7,"0","1","1","0","1",299,7,311,7,325,"2",5,"1","0","1","0","1",334,2,348,1,1,1,0,1,1,1,1,1,1,1,3,3,3,3,2,1,1
3627,2,9,1981,187,1,"206","219",5,231,6,243,6,"1","0","1","0","1",255,267,5,279,5,290,"11",3,"1","0","1","0","1",305,1,315,1,326,"27",1,"1","0","0","1","0",337,1,351,1,0,0,0,1,1,0,2,3,3,2,2,2,1,1,1,1,1
3628,2,4,1983,168,1,"187","199",7,213,6,224,6,"0","0","1","0","1",236,248,7,260,6,273,"11",7,"0","1","1","0","1",283,6,294,7,306,"11",7,"0","0","1","0","1",320,6,332,6,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
3631,2,7,1981,188,4,"209","222",5,233,4,245,2,"1","0","1","0","0",257,270,2,281,1,293,"20",4,"1","0","0","0","0",306,1,317,3,327,"20",2,"1","0","0","0","0",339,1,353,1,0,0,0,1,1,1,2,2,1,1,1,2,1,2,1,1,1
3633,2,3,1980,206,1,"227","237",6,250,3,261,6,"0","1","1","1","1",272,286,6,297,4,309,"13",5,"0","D","1","D","1",321,4,333,2,344,"2",3,"0","D","1","D","1",356,2,370,2,1,1,1,0,NA,NA,3,2,3,3,2,2,2,1,2,1,1
3635,1,9,1980,210,1,"219","232",3,248,1,258,2,"0","1","0","1","0",268,281,1,294,1,302,"12",1,"1","0","0","D","0",314,2,327,2,339,"12",1,"0","1","1","0","1",349,4,362,2,1,0,1,0,NA,1,2,1,1,1,1,1,1,1,1,2,1
3637,2,7,1984,155,1,"173","185",6,197,5,209,6,"0","1","1","0","0",221,234,5,245,5,257,"2",6,"0","1","1","0","1",268,7,280,7,292,"2",6,"0","1","1","0","1",303,5,316,5,1,1,1,1,1,1,3,2,3,2,2,3,3,3,3,2,2
3639,2,1,1983,172,1,"191","202",1,216,1,227,1,"0","1","1","0","1",238,251,1,263,1,276,"12",1,"0","1","1","1","0",286,1,297,1,310,"12",1,"0","1","1","0","1",320,2,335,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3640,1,3,1984,156,4,"179","189",1,202,1,213,1,"1","0","0","0","0",224,237,2,248,1,262,"12",1,"D","D","0","0","0",272,1,283,1,295,"27",1,"1","D","0","D","0",306,1,320,1,0,NA,0,1,1,NA,1,1,1,1,1,1,1,1,1,1,1
3641,2,11,1984,150,1,"171","182",6,197,6,204,6,"0","1","1","0","1",218,229,6,240,6,255,"2",6,"0","1","1","0","1",267,5,277,6,290,"2",6,"0","1","1","0","1",301,6,311,6,1,1,1,1,1,1,3,3,3,3,3,3,2,3,3,3,3
3643,1,10,1984,149,4,"169","181",3,195,3,206,4,"0","0","0","0","0",217,230,2,241,1,253,"1",2,"0","0","0","1","0",265,1,277,1,289,"1",1,"1","0","0","1","0",299,2,315,1,1,1,0,1,0,0,2,2,2,1,1,1,1,1,1,1,1
3644,2,10,1982,172,2,"193","206",2,220,1,229,3,"0","0","1","0","0",243,255,1,271,2,283,"1",1,"0","0","1","1","0",290,1,301,1,315,"1",1,"0","0","1","0","1",325,1,337,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1
3645,1,6,1981,189,2,"209","221",6,235,5,249,4,"0","0","1","0","0",257,270,2,282,4,294,"2",2,"0","0","1","0","1",305,3,317,3,328,"2",3,"1","1","1","0","1",339,3,353,3,1,1,0,1,1,1,3,2,2,1,2,1,2,2,2,2,2
3646,1,8,1981,186,1,"208","219",6,233,3,246,6,"0","0","1","0","0",255,266,6,279,3,292,"2",5,"0","0","1","0","1",305,5,315,6,326,"2",4,"0","1","1","0","1",337,5,351,4,1,1,1,1,1,1,3,2,3,3,2,2,2,3,2,2,2
3647,1,1,1984,158,4,"178","193",6,205,7,215,6,"0","1","1","0","1",226,239,6,250,5,263,"21",6,"0","1","1","0","1",274,6,287,6,297,"21",6,"0","1","1","0","1",310,7,321,6,1,1,1,1,1,1,3,3,3,3,2,3,3,3,3,3,3
3648,2,8,1981,187,2,"207","220",3,233,3,244,4,"0","1","1","0","1",255,267,3,280,3,292,"12",2,"0","0","1","0","1",303,3,317,2,327,"12",2,"1","0","1","0","1",338,3,350,4,1,1,0,1,1,1,2,2,2,2,2,1,2,1,1,2,2
3651,1,5,1983,165,1,"191","202",2,214,5,224,2,"0","1","1","0","0",234,249,1,264,1,273,"3",3,"0","0","1","0","1",283,2,293,1,308,"3",1,"0","D","1","0","1",316,1,329,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1
3655,2,1,1984,163,1,"181","190",7,205,7,217,4,"1","0","1","0","0",227,240,7,254,6,263,"11",6,"0","1","1","1","1",273,7,286,5,297,"11",6,"1","1","1","1","1",309,5,321,6,0,1,0,1,0,0,3,3,2,3,3,3,3,2,3,2,3
3657,1,10,1984,148,1,"169","181",6,196,6,206,3,"0","1","1","0","0",217,231,1,241,2,253,"4",1,"0","1","0","0","0",267,2,276,3,289,"4",2,"0","0","1","0","1",300,2,316,1,1,1,1,1,1,1,3,3,2,1,1,1,1,2,1,1,1
3669,1,8,1983,167,2,"184","195",2,209,6,220,2,"0","1","1","0","0",231,243,2,256,4,267,"1",3,"0","0","0","0","0",280,2,291,2,303,"1",3,"0","0","1","0","1",314,2,326,6,1,1,1,1,1,1,1,3,1,1,2,2,1,1,2,1,3
3670,2,2,1982,181,2,"206","213",2,228,6,238,1,"0","1","1","1","1",249,263,7,273,7,285,"1",2,"0","1","1","0","0",298,2,311,4,320,"1",2,"0","1","1","0","1",333,5,346,3,1,1,1,0,1,1,1,3,1,3,3,1,1,2,1,2,2
3678,2,1,1983,172,1,"193","202",1,216,5,227,6,"1","0","1","0","1",238,251,2,263,2,275,"11",5,"D","D","1","0","1",291,3,297,2,310,"11",3,"0","1","1","0","1",321,3,334,2,0,NA,1,1,1,1,1,2,3,1,1,2,2,1,2,2,1
3681,2,7,1984,152,2,"174","185",2,198,2,209,1,"1","0","1","0","0",221,233,1,244,2,258,"25",1,"1","0","1","0","0",268,2,279,1,292,"1",2,"0","1","1","0","0",304,2,315,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3685,1,2,1981,193,2,"213","227",5,239,3,250,3,"1","0","1","0","0",268,274,3,286,2,297,"1",3,"1","0","0","0","0",309,3,321,3,334,"1",3,"0","0","0","0","0",344,1,356,3,0,0,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2
3686,1,6,1984,153,2,"173","185",2,197,1,210,1,"1","0","0","0","0",221,233,5,245,2,257,"1",2,"0","0","0","0","0",270,1,280,2,292,"27",1,"1","0","0","1","0",304,1,316,2,0,1,0,1,1,0,1,1,1,2,1,1,1,1,1,1,1
3687,1,9,1981,185,2,"208","219",4,234,2,245,3,"0","0","1","0","1",256,267,3,279,1,290,"1",1,"1","D","0","D","0",303,1,315,2,325,"1",1,"1","D","D","D","0",336,1,349,1,1,0,0,1,NA,NA,2,1,2,2,1,1,1,1,1,1,1
3688,2,8,1983,162,2,"186","196",6,212,6,221,2,"1","1","1","1","0",233,244,6,255,2,267,"1",6,"1","0","1","1","0",280,6,291,2,302,"1",4,"1","0","1","1","0",313,1,326,6,0,0,0,0,0,0,3,3,1,3,1,3,3,1,2,1,3
3690,1,8,1982,178,2,"195","207",1,219,1,233,1,"1","0","0","0","0",244,257,1,268,1,279,"26",1,"1","0","0","1","0",291,1,302,1,314,"1",1,"1","0","0","0","0",326,1,338,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3701,1,1,1983,173,2,"N","202",1,216,2,228,2,"1","1","1","0","0",239,250,2,267,6,280,"1",1,"0","1","1","0","0",285,2,300,2,311,"1",2,"0","1","0","0","0",321,1,333,2,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1
3702,1,1,1982,183,2,"204","215",3,228,3,240,2,"1","0","1","0","0",251,262,2,280,1,287,"1",1,"1","0","0","0","0",299,1,309,1,321,"1",1,"1","1","1","0","0",332,1,347,1,0,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1
3704,2,7,1981,190,2,"212","220",3,234,4,249,1,"1","0","0","0","0",259,269,1,284,1,293,"1",1,"1","0","1","0","0",304,1,319,1,330,"1",1,"0","0","1","0","0",339,1,352,2,0,0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1
3705,2,5,1983,169,4,"186","198",6,210,5,223,3,"0","0","1","0","1",236,246,5,258,5,270,"6",3,"0","0","1","0","1",282,3,293,3,305,"6",3,"0","0","1","0","1",317,2,330,2,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,1,1
